name,foot,team2023-12-02,image,positionMisterFantasy,shortNamePosition,groupPosition,age,shirtNumber,marketValueReal,marketValueMisterFantasy_2023-12-02,nationality,fluctuationValue_2023-12-02,average_2023-12-02,scorePlayer_2023-12-02,points_antepenultimate_match_2023-12-02,game_played_2023-12-02,minutes_played_2023-12-02,goals_2023-12-02,assists_2023-12-02,assists_without_goal_2023-12-02,balls_into_area_2023-12-02,clearances_2023-12-02,dribbles_2023-12-02,kicks_to_goal_2023-12-02,recovered_balls_2023-12-02,possession_loss_2023-12-02,penaltis_failed_2023-12-02,goals_against_2023-12-02,red_cards_2023-12-02,ball_stop_2023-12-02,penalties_made_2023-12-02,yellow_cards_2023-12-02,second_yellow_card_match_2023-12-02,penalties_caused_2023-12-02,penalties_stopped_2023-12-02,own_goals_2023-12-02,team2024-05-28,marketValueMisterFantasy_2024-05-28,fluctuationValue_2024-05-28,average_2024-05-28,scorePlayer_2024-05-28,points_antepenultimate_match_2024-05-28,game_played_2024-05-28,minutes_played_2024-05-28,goals_2024-05-28,assists_2024-05-28,assists_without_goal_2024-05-28,balls_into_area_2024-05-28,clearances_2024-05-28,dribbles_2024-05-28,kicks_to_goal_2024-05-28,recovered_balls_2024-05-28,possession_loss_2024-05-28,penaltis_failed_2024-05-28,goals_against_2024-05-28,red_cards_2024-05-28,ball_stop_2024-05-28,penalties_made_2024-05-28,yellow_cards_2024-05-28,second_yellow_card_match_2024-05-28,penalties_caused_2024-05-28,penalties_stopped_2024-05-28,own_goals_2024-05-28
D. Parejo,derecho,Villarreal CF,https://img.a.transfermarkt.technology/portrait/medium/59561-1688725780.jpg?lm=1,-1.0,MC,Centrocampista,34.0,10.0,4000000.0,11.515.000,España,DOWN,"4,2",54.0,1,14.0,1134.0,1.0,1.0,0.0,9.0,11.0,11.0,2.0,89.0,125.0,0.0,22.0,0.0,0.0,0.0,2.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. D. Paul,derecho,Atlético Madrid,https://img.a.transfermarkt.technology/portrait/medium/255901-1686664142.jpg?lm=1,-1.0,MC,Centrocampista,29.0,5.0,40000000.0,11.496.000,Argentina,DOWN,"5,1",51.0,3,10.0,584.0,0.0,2.0,3.0,2.0,1.0,9.0,5.0,58.0,94.0,0.0,3.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
K. Rodriguez,derecho,UD Las Palmas,https://img.a.transfermarkt.technology/portrait/medium/566574-1658407760.jpg?lm=1,-1.0,MCO,Centrocampista,27.0,20.0,2500000.0,11.483.000,España,UP,"5,9",89.0,3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Lopez,derecho,Valencia CF,https://img.a.transfermarkt.technology/portrait/medium/617081-1683211924.jpg?lm=1,-1.0,EI,Delantero,21.0,16.0,10000000.0,8.819.000,España,DOWN,"4,4",66.0,2,14.0,1018.0,2.0,0.0,3.0,3.0,0.0,10.0,7.0,50.0,171.0,0.0,14.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Yamal,izquierdo,FC Barcelona,https://img.a.transfermarkt.technology/portrait/medium/937958-1700816625.png?lm=1,-1.0,ED,Delantero,16.0,27.0,50000000.0,11.411.000,España,UP,"5,1",71.0,3,12.0,619.0,1.0,1.0,2.0,7.0,3.0,20.0,5.0,25.0,89.0,0.0,9.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Ledesma,derecho,Cádiz CF,https://img.a.transfermarkt.technology/portrait/medium/284342-1627893792.jpg?lm=1,-1.0,POR,Portero,30.0,1.0,8000000.0,11.368.000,Argentina,DOWN,"5,6",73.0,4,13.0,1159.0,0.0,0.0,0.0,0.0,17.0,1.0,0.0,144.0,195.0,0.0,20.0,0.0,52.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Remiro,derecho,Real Sociedad,https://img.a.transfermarkt.technology/portrait/medium/212862-1694594210.jpg?lm=1,-1.0,POR,Portero,28.0,1.0,25000000.0,11.283.000,España,DOWN,"5,5",77.0,3,14.0,1260.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,104.0,127.0,0.0,17.0,0.0,48.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
F. Jorgensen,derecho,Villarreal CF,https://img.a.transfermarkt.technology/portrait/medium/585323-1693210247.jpg?lm=1,-1.0,POR,Portero,21.0,13.0,5000000.0,11.267.000,Dinamarca,UP,"5,4",76.0,2,14.0,1260.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,121.0,112.0,0.0,25.0,0.0,67.0,1.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
V. Tsygankov,izquierdo,Girona FC,https://img.a.transfermarkt.technology/portrait/medium/264372-1665388366.png?lm=1,-1.0,ED,Delantero,26.0,8.0,22000000.0,11.210.000,Ucrania,UP,"5,8",75.0,7,12.0,790.0,3.0,2.0,4.0,9.0,6.0,8.0,7.0,40.0,110.0,0.0,9.0,0.0,0.0,1.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Bamba,derecho,RC Celta,https://img.a.transfermarkt.technology/portrait/medium/292818-1599420401.jpg?lm=1,-1.0,EI,Delantero,27.0,17.0,20000000.0,11.191.000,Costa de Marfil,UP,"5,5",77.0,3,14.0,1178.0,2.0,1.0,1.0,8.0,6.0,26.0,12.0,65.0,176.0,0.0,21.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Witsel,derecho,Atlético Madrid,https://img.a.transfermarkt.technology/portrait/medium/35047-1665067807.jpg?lm=1,-1.0,CEN,Defensa,34.0,20.0,5000000.0,11.110.000,Bélgica,UP,"5,4",65.0,3,12.0,1010.0,1.0,0.0,1.0,0.0,37.0,0.0,2.0,66.0,63.0,0.0,9.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
G. Guruzeta,derecho,Athletic,https://img.a.transfermarkt.technology/portrait/medium/340205-1671999149.png?lm=1,-1.0,DEL,Delantero,27.0,12.0,4000000.0,11.090.000,España,UP,"5,4",75.0,4,15.0,947.0,6.0,0.0,0.0,1.0,9.0,8.0,15.0,47.0,134.0,0.0,10.0,0.0,0.0,1.0,2.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Barrenetxea,derecho,Real Sociedad,https://img.a.transfermarkt.technology/portrait/medium/616369-1699472801.jpg?lm=1,-1.0,EI,Delantero,21.0,7.0,15000000.0,11.068.000,España,UP,"5,5",71.0,7,14.0,813.0,3.0,1.0,2.0,3.0,2.0,20.0,10.0,51.0,179.0,0.0,10.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. Cardona,ambidiestro,UD Las Palmas,https://img.a.transfermarkt.technology/portrait/medium/678406-1697540707.jpg?lm=1,-1.0,LI,Defensa,24.0,3.0,2000000.0,10.986.000,España,UP,"4,5",67.0,3,15.0,1193.0,0.0,0.0,2.0,4.0,36.0,8.0,2.0,118.0,227.0,0.0,12.0,0.0,0.0,0.0,4.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. L. Gaya,izquierdo,Valencia CF,https://img.a.transfermarkt.technology/portrait/medium/221322-1605193468.jpg?lm=1,-1.0,LI,Defensa,28.0,14.0,30000000.0,10.922.000,España,DOWN,"5,1",61.0,2,12.0,942.0,1.0,0.0,2.0,10.0,19.0,4.0,1.0,69.0,152.0,0.0,13.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Rudiger,derecho,Real Madrid,https://img.a.transfermarkt.technology/portrait/medium/86202-1684484602.jpg?lm=1,-1.0,CEN,Defensa,30.0,22.0,32000000.0,10.894.000,Alemania,UP,"3,8",50.0,3,13.0,1120.0,0.0,0.0,2.0,2.0,43.0,1.0,0.0,51.0,85.0,0.0,8.0,0.0,0.0,0.0,6.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Koke,derecho,Atlético Madrid,https://img.a.transfermarkt.technology/portrait/medium/74229-1664970397.jpg?lm=1,-1.0,MC,Centrocampista,31.0,6.0,16000000.0,10.865.000,España,UP,"5,8",52.0,3,10.0,686.0,0.0,2.0,2.0,0.0,8.0,2.0,1.0,66.0,81.0,0.0,7.0,0.0,0.0,0.0,2.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Alaba,izquierdo,Real Madrid,https://img.a.transfermarkt.technology/portrait/medium/59016-1684921582.jpeg?lm=1,-1.0,CEN,Defensa,31.0,4.0,40000000.0,10.619.000,Austria,DOWN,"3,1",34.0,3,12.0,941.0,0.0,1.0,2.0,2.0,29.0,0.0,4.0,69.0,84.0,0.0,9.0,0.0,0.0,0.0,2.0,-,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Srloth,izquierdo,Villarreal CF,https://img.a.transfermarkt.technology/portrait/medium/238407-1613998075.jpg?lm=1,-1.0,DEL,Delantero,27.0,11.0,14000000.0,10.618.000,Noruega,DOWN,"5,4",70.0,5,13.0,979.0,6.0,1.0,2.0,0.0,13.0,14.0,11.0,22.0,127.0,0.0,19.0,0.0,0.0,0.0,1.0,-,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
U. Simon,derecho,Athletic,https://img.a.transfermarkt.technology/portrait/medium/262396-1671997707.png?lm=1,-1.0,POR,Portero,26.0,1.0,25000000.0,10.576.000,España,UP,"5,4",76.0,5,15.0,1260.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,128.0,193.0,0.0,18.0,0.0,47.0,0.0,2.0,-,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Soria,derecho,Getafe CF,https://img.a.transfermarkt.technology/portrait/medium/226012-1696863038.jpg?lm=1,-1.0,POR,Portero,30.0,13.0,8000000.0,10.512.000,España,UP,"4,5",68.0,5,15.0,1350.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,191.0,260.0,0.0,20.0,0.0,52.0,1.0,2.0,-,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Ocampos,ambidiestro,Sevilla FC,https://img.a.transfermarkt.technology/portrait/medium/189441-1693305399.jpg?lm=1,-1.0,EI,Delantero,29.0,5.0,12000000.0,10.312.000,Argentina,DOWN,"5,1",61.0,4,13.0,967.0,1.0,1.0,2.0,9.0,5.0,18.0,9.0,69.0,229.0,0.0,16.0,0.0,0.0,0.0,4.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
G. Pezzella,derecho,Real Betis,https://img.a.transfermarkt.technology/portrait/medium/113133-1668180931.jpg?lm=1,-1.0,CEN,Defensa,32.0,6.0,5000000.0,10.269.000,Argentina,UP,"4,4",57.0,4,14.0,1140.0,0.0,0.0,0.0,0.0,68.0,2.0,2.0,96.0,103.0,0.0,11.0,0.0,0.0,0.0,3.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Roca,izquierdo,Real Betis,https://img.a.transfermarkt.technology/portrait/medium/336869-1698328367.jpg?lm=1,-1.0,PIV,Centrocampista,27.0,21.0,10000000.0,10.261.000,España,DOWN,"5,0",65.0,5,12.0,823.0,2.0,1.0,1.0,0.0,7.0,3.0,4.0,59.0,105.0,0.0,12.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Modric,derecho,Real Madrid,https://img.a.transfermarkt.technology/portrait/medium/27992-1687776160.jpg?lm=1,-1.0,MC,Centrocampista,38.0,10.0,10000000.0,10.235.000,Croacia,DOWN,"4,0",48.0,4,14.0,505.0,0.0,2.0,5.0,4.0,2.0,7.0,3.0,41.0,86.0,0.0,5.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. Costa,izquierdo,RCD Mallorca,https://img.a.transfermarkt.technology/portrait/medium/657430-1624028681.jpg?lm=1,-1.0,PIV,Centrocampista,23.0,12.0,5000000.0,10.203.000,Portugal,UP,"4,8",67.0,3,15.0,1070.0,1.0,0.0,0.0,3.0,27.0,7.0,2.0,104.0,144.0,0.0,17.0,0.0,0.0,1.0,2.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Hermoso,izquierdo,Atlético Madrid,https://img.a.transfermarkt.technology/portrait/medium/281769-1666818938.jpg?lm=1,-1.0,CEN,Defensa,28.0,22.0,20000000.0,10.194.000,España,UP,"4,4",57.0,1,13.0,1133.0,0.0,1.0,0.0,4.0,40.0,4.0,2.0,98.0,132.0,0.0,11.0,0.0,0.0,0.0,4.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. Dimitrievski,derecho,Rayo Vallecano,https://img.a.transfermarkt.technology/portrait/medium/165467-1541150592.jpg?lm=1,-1.0,POR,Portero,29.0,1.0,4000000.0,10.164.000,Macedonia del Norte,UP,"5,0",70.0,9,14.0,1260.0,0.0,0.0,0.0,0.0,13.0,1.0,0.0,114.0,183.0,0.0,18.0,0.0,55.0,0.0,1.0,-,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Rioja,izquierdo,Alavés,https://img.a.transfermarkt.technology/portrait/medium/278837-1647530464.jpg?lm=1,-1.0,EI,Delantero,30.0,11.0,3000000.0,10.147.000,España,UP,"5,4",76.0,7,14.0,1108.0,1.0,3.0,6.0,19.0,12.0,16.0,10.0,66.0,187.0,0.0,15.0,0.0,0.0,0.0,3.0,-,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y. E. Nesyri,izquierdo,Sevilla FC,https://img.a.transfermarkt.technology/portrait/medium/433049-1682087358.jpg?lm=1,-1.0,DEL,Delantero,26.0,15.0,20000000.0,10.143.000,Marruecos,UP,"4,1",49.0,8,12.0,804.0,5.0,0.0,0.0,0.0,4.0,1.0,13.0,12.0,62.0,0.0,14.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
H. Duro,izquierdo,Valencia CF,https://img.a.transfermarkt.technology/portrait/medium/573775-1683213249.jpg?lm=1,-1.0,DEL,Delantero,24.0,9.0,5000000.0,10.129.000,España,DOWN,"5,7",85.0,4,14.0,1140.0,6.0,2.0,3.0,0.0,7.0,7.0,13.0,36.0,105.0,0.0,16.0,0.0,0.0,0.0,1.0,-,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Raphinha,izquierdo,FC Barcelona,https://img.a.transfermarkt.technology/portrait/medium/411295-1665127690.jpg?lm=1,-1.0,ED,Delantero,26.0,11.0,60000000.0,10.102.000,Brasil,UP,"3,7",37.0,3,10.0,290.0,2.0,1.0,2.0,6.0,1.0,10.0,8.0,21.0,64.0,0.0,4.0,1.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. S. Larsen,derecho,RC Celta,https://img.a.transfermarkt.technology/portrait/medium/429983-1680524510.jpeg?lm=1,-1.0,DEL,Delantero,23.0,18.0,12000000.0,10.033.000,Noruega,DOWN,"5,4",76.0,3,14.0,1081.0,4.0,0.0,1.0,0.0,5.0,17.0,13.0,41.0,137.0,0.0,14.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Oblak,derecho,Atlético Madrid,https://img.a.transfermarkt.technology/portrait/medium/121483-1698851834.jpg?lm=1,-1.0,POR,Portero,30.0,13.0,35000000.0,9.949.000,Eslovenia,DOWN,"4,2",54.0,1,13.0,1170.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,81.0,82.0,0.0,12.0,0.0,33.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Merino,izquierdo,Real Sociedad,https://img.a.transfermarkt.technology/portrait/medium/338424-1686663885.jpg?lm=1,-1.0,MC,Centrocampista,27.0,8.0,50000000.0,9.939.000,España,UP,"4,3",47.0,5,12.0,831.0,0.0,1.0,1.0,1.0,17.0,10.0,1.0,82.0,152.0,0.0,8.0,0.0,0.0,0.0,4.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Greenwood,ambidiestro,Getafe CF,https://img.a.transfermarkt.technology/portrait/medium/532826-1693987766.jpg?lm=1,-1.0,ED,Delantero,22.0,12.0,5000000.0,9.798.000,Inglaterra,UP,"5,5",60.0,7,10.0,738.0,2.0,3.0,4.0,9.0,1.0,11.0,8.0,32.0,119.0,0.0,10.0,0.0,0.0,0.0,2.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
I. Martin,izquierdo,Girona FC,https://img.a.transfermarkt.technology/portrait/medium/341278-1644330667.jpg?lm=1,-1.0,MCO,Centrocampista,24.0,23.0,4000000.0,9.725.000,España,UP,"4,8",67.0,5,14.0,970.0,3.0,0.0,0.0,1.0,7.0,12.0,5.0,48.0,92.0,0.0,12.0,0.0,0.0,1.0,3.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Gutierrez,izquierdo,Girona FC,https://img.a.transfermarkt.technology/portrait/medium/525299-1576537307.jpeg?lm=1,-1.0,LI,Defensa,22.0,3.0,15000000.0,9.719.000,España,UP,"4,7",66.0,6,14.0,1142.0,0.0,1.0,5.0,12.0,30.0,13.0,1.0,96.0,142.0,0.0,14.0,0.0,0.0,0.0,3.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
O. D. Marcos,derecho,Athletic,https://img.a.transfermarkt.technology/portrait/medium/96718-1671998369.png?lm=1,-1.0,LD,Defensa,34.0,18.0,1800000.0,9.715.000,España,DOWN,"4,8",58.0,3,12.0,1024.0,1.0,3.0,3.0,15.0,9.0,4.0,2.0,71.0,168.0,0.0,16.0,0.0,0.0,0.0,3.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. Gazzaniga,derecho,Girona FC,https://img.a.transfermarkt.technology/portrait/medium/195488-1544621003.jpg?lm=1,-1.0,POR,Portero,31.0,13.0,3000000.0,9.499.000,Argentina,UP,"4,0",60.0,7,14.0,1260.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,109.0,131.0,0.0,17.0,0.0,45.0,0.0,2.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
G. Rodriguez,derecho,Real Betis,https://img.a.transfermarkt.technology/portrait/medium/342385-1668181269.jpg?lm=1,-1.0,PIV,Centrocampista,29.0,5.0,28000000.0,9.239.000,Argentina,UP,"4,8",62.0,3,13.0,986.0,1.0,0.0,1.0,0.0,24.0,8.0,4.0,98.0,78.0,0.0,10.0,0.0,0.0,1.0,5.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Blind,izquierdo,Girona FC,https://img.a.transfermarkt.technology/portrait/medium/12282-1660761781.jpg?lm=1,-1.0,CEN,Defensa,33.0,17.0,3000000.0,9.188.000,Países Bajos,DOWN,"4,0",60.0,4,14.0,1171.0,0.0,2.0,0.0,1.0,41.0,5.0,0.0,75.0,113.0,0.0,16.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Robertone,derecho,UD Almería,https://img.a.transfermarkt.technology/portrait/medium/457221-1682434164.jpg?lm=1,-1.0,MC,Centrocampista,26.0,5.0,7000000.0,9.041.000,Argentina,DOWN,"4,2",46.0,5,11.0,749.0,0.0,4.0,3.0,5.0,13.0,2.0,6.0,68.0,114.0,0.0,17.0,0.0,0.0,0.0,4.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. Arribas,izquierdo,UD Almería,https://img.a.transfermarkt.technology/portrait/medium/537762-1688305963.jpg?lm=1,-1.0,MCO,Centrocampista,22.0,19.0,8000000.0,8.863.000,España,UP,"5,1",72.0,3,13.0,801.0,5.0,0.0,1.0,4.0,2.0,8.0,9.0,35.0,92.0,0.0,23.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
I. R. D. Galarreta,derecho,Athletic,https://img.a.transfermarkt.technology/portrait/medium/126751-1447152148.jpg?lm=1,-1.0,MC,Centrocampista,30.0,16.0,3000000.0,8.836.000,España,UP,"5,5",60.0,11,12.0,922.0,1.0,0.0,3.0,11.0,8.0,9.0,1.0,66.0,135.0,0.0,10.0,0.0,0.0,0.0,4.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Marmol,izquierdo,UD Las Palmas,https://img.a.transfermarkt.technology/portrait/medium/617060-1638453788.jpg?lm=1,-1.0,CEN,Defensa,22.0,15.0,2500000.0,8.821.000,España,UP,"4,3",56.0,6,13.0,1130.0,0.0,0.0,0.0,0.0,51.0,11.0,0.0,92.0,113.0,0.0,10.0,0.0,0.0,0.0,2.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Rico,izquierdo,Getafe CF,https://img.a.transfermarkt.technology/portrait/medium/249513-1697221474.jpg?lm=1,-1.0,LI,Defensa,30.0,16.0,3000000.0,8.755.000,España,UP,"4,8",53.0,5,14.0,979.0,0.0,5.0,4.0,14.0,18.0,8.0,1.0,90.0,221.0,0.0,14.0,0.0,0.0,0.0,5.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
G. Mamardashvili,izquierdo,Valencia CF,https://img.a.transfermarkt.technology/portrait/medium/502676-1653038773.jpg?lm=1,-1.0,POR,Portero,23.0,25.0,30000000.0,8.737.000,Georgia,UP,"4,8",72.0,0,14.0,1260.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,105.0,157.0,0.0,18.0,0.0,36.0,1.0,1.0,-,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
H. Traore,derecho,Real Sociedad,https://img.a.transfermarkt.technology/portrait/medium/297070-1664981394.jpg?lm=1,-1.0,LD,Defensa,31.0,18.0,10000000.0,8.732.000,Malí,UP,"4,2",59.0,4,14.0,1094.0,0.0,2.0,1.0,3.0,19.0,9.0,0.0,100.0,171.0,0.0,15.0,0.0,0.0,0.0,4.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Balde,izquierdo,FC Barcelona,https://img.a.transfermarkt.technology/portrait/medium/636688-1662836200.jpg?lm=1,-1.0,LI,Defensa,20.0,3.0,50000000.0,8.684.000,España,DOWN,"3,4",44.0,5,14.0,993.0,0.0,1.0,1.0,4.0,17.0,16.0,1.0,54.0,147.0,0.0,9.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Foyth,derecho,Villarreal CF,https://img.a.transfermarkt.technology/portrait/medium/480763-1662668281.jpg?lm=1,-1.0,LD,Defensa,25.0,8.0,25000000.0,8.650.000,Argentina,UP,"5,1",51.0,-,10.0,883.0,1.0,1.0,1.0,2.0,31.0,17.0,3.0,62.0,129.0,0.0,16.0,0.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
S. Ramos,derecho,Sevilla FC,https://img.a.transfermarkt.technology/portrait/medium/25557-1694502812.jpg?lm=1,-1.0,CEN,Defensa,37.0,4.0,4000000.0,8.603.000,España,DOWN,"2,8",14.0,-,8.0,448.0,0.0,0.0,0.0,0.0,23.0,0.0,3.0,38.0,33.0,0.0,6.0,1.0,0.0,0.0,3.0,-,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
D. Vivian,derecho,Athletic,https://img.a.transfermarkt.technology/portrait/medium/524000-1671997875.png?lm=1,-1.0,CEN,Defensa,24.0,3.0,15000000.0,8.515.000,España,UP,"4,4",61.0,3,15.0,1245.0,0.0,0.0,1.0,0.0,48.0,3.0,3.0,119.0,124.0,0.0,18.0,0.0,0.0,0.0,2.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
N. Molina,derecho,Atlético Madrid,https://img.a.transfermarkt.technology/portrait/medium/424042-1697037362.jpg?lm=1,-1.0,LD,Defensa,25.0,16.0,50000000.0,8.255.000,Argentina,DOWN,"4,8",48.0,1,12.0,713.0,2.0,1.0,2.0,7.0,10.0,4.0,3.0,55.0,153.0,0.0,8.0,0.0,0.0,0.0,0.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
A. Tchouameni,derecho,Real Madrid,https://img.a.transfermarkt.technology/portrait/medium/413112-1668500754.jpg?lm=1,-1.0,PIV,Centrocampista,23.0,18.0,90000000.0,8.222.000,Francia,DOWN,"4,4",48.0,-,11.0,844.0,1.0,0.0,0.0,2.0,13.0,4.0,3.0,53.0,73.0,0.0,4.0,0.0,0.0,0.0,2.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
P. Barrios,derecho,Atlético Madrid,https://img.a.transfermarkt.technology/portrait/medium/775605-1699431384.jpg?lm=1,-1.0,MC,Centrocampista,20.0,24.0,20000000.0,8.062.000,España,DOWN,"5,6",50.0,5,9.0,562.0,0.0,1.0,2.0,0.0,7.0,23.0,3.0,60.0,95.0,0.0,7.0,0.0,0.0,0.0,2.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
T. Correia,derecho,Valencia CF,https://img.a.transfermarkt.technology/portrait/medium/367466-1548510976.jpg?lm=1,-1.0,LD,Defensa,24.0,12.0,8000000.0,7.977.000,Portugal,UP,"4,1",58.0,0,13.0,1022.0,0.0,2.0,0.0,5.0,18.0,11.0,2.0,103.0,191.0,0.0,14.0,0.0,0.0,1.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Bade,derecho,Sevilla FC,https://img.a.transfermarkt.technology/portrait/medium/730581-1681464974.jpg?lm=1,-1.0,CEN,Defensa,23.0,22.0,12000000.0,7.896.000,Francia,DOWN,"2,8",31.0,4,12.0,887.0,0.0,1.0,0.0,0.0,50.0,3.0,4.0,71.0,103.0,0.0,12.0,1.0,0.0,0.0,1.0,-,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
R. L. Normand,derecho,Real Sociedad,https://img.a.transfermarkt.technology/portrait/medium/351809-1653038936.jpg?lm=1,-1.0,CEN,Defensa,27.0,24.0,35000000.0,7.859.000,España,UP,"4,2",50.0,4,14.0,956.0,1.0,0.0,0.0,0.0,34.0,1.0,1.0,58.0,86.0,0.0,14.0,0.0,0.0,1.0,4.0,-,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
